AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,SexuponOutcome1,AgeuponOutcome,Breed,Breed1,Breed2,year,month,date,Color,Color1,Color2
A678195,,2014-05-11 17:30:00,Adoption,Offsite,Dog,Neutered,Male,3 years,Norfolk Terrier Mix,,,2014,5,11,Tan,Red,
A682167,Zoey,2014-06-29 19:05:00,Adoption,,Dog,Spayed,Female,5 months,Border Collie Mix,,,2014,6,29,Black,White,
A691681,Maggie,2014-11-21 15:51:00,Adoption,,Dog,Spayed,Female,3 years,English Bulldog Mix,,,2014,11,21,Brown Brindle,White,
A702237,Liam,2015-05-18 17:29:00,Adoption,,Dog,Neutered,Male,2 years,Miniature Poodle Mix,,,2015,5,18,White,,
A655035,Jack,2015-10-21 18:04:00,Return_to_owner,,Dog,Neutered,Male,6 years,Australian Shepherd Mix,,,2015,10,21,Black,Brown Merle,
A699734,Lola,2015-04-08 13:13:00,Return_to_owner,,Cat,Spayed,Female,1 year,Domestic Shorthair Mix,,,2015,4,8,White,Blue,
A682909,Eevee,2014-07-13 11:35:00,Adoption,,Dog,Spayed,Female,1 year,Border Collie Mix,,,2014,7,13,Black,White,
A707834,Toledo,2015-09-13 00:00:00,Adoption,,Dog,Neutered,Male,5 years,Toy Poodle,,,2015,9,13,White,,
A712414,Neville,2015-11-10 10:22:00,Transfer,Partner,Dog,Neutered,Male,2 years,Labrador Retriever Mix,,,2015,11,10,Tan,White,
A682123,,2014-06-24 19:14:00,Transfer,Partner,Cat,Intact,Female,1 week,Domestic Shorthair Mix,,,2014,6,24,Calico,,
A502862,Checkers,2015-12-11 11:46:00,Return_to_owner,,Dog,Neutered,Male,7 years,Labrador Retriever,Golden Retriever,,2015,12,11,Brown,,
A707666,Skoll,2015-11-21 11:52:00,Adoption,,Cat,Neutered,Male,4 months,Domestic Shorthair Mix,,,2015,11,21,Blue Tabby,White,
A688507,Stormie,2014-09-24 13:08:00,Adoption,,Dog,Spayed,Female,2 years,Labrador Retriever Mix,,,2014,9,24,Yellow,,
A684981,Sable,2014-08-05 17:33:00,Adoption,,Dog,Spayed,Female,8 months,Boxer Mix,,,2014,8,5,Brown Brindle,White,
A699017,Cinderella,2015-03-22 13:02:00,Transfer,Partner,Dog,Intact,Female,1 year,Chihuahua Shorthair Mix,,,2015,3,22,Tan,,
A686196,,2014-08-18 14:25:00,Transfer,Partner,Cat,Intact,Female,2 weeks,Domestic Shorthair Mix,,,2014,8,18,Brown Tabby,,
A719611,Sisi,2016-01-30 13:55:00,Transfer,Partner,Dog,Intact,Female,4 years,Chihuahua Shorthair Mix,,,2016,1,30,Fawn,Tan,
A669003,,2013-12-13 11:54:00,Transfer,Partner,Dog,Neutered,Male,2 years,Shih Tzu,,,2013,12,13,Black,White,
A719439,Minion,2016-01-31 15:36:00,Return_to_owner,,Dog,Neutered,Male,2 years,Jack Russell Terrier,Unknown,,2016,1,31,White,Brown,
A713128,Taz,2015-10-07 13:23:00,Return_to_owner,,Dog,Neutered,Male,2 years,Pit Bull Mix,,,2015,10,7,Black,White,
A692164,Bigfoot,2014-11-19 17:05:00,Adoption,,Cat,Neutered,Male,2 months,Maine Coon Mix,,,2014,11,19,Brown Tabby,,
A697847,Randalls Cub,2015-03-15 13:57:00,Adoption,,Cat,Spayed,Female,1 year,Domestic Shorthair Mix,,,2015,3,15,Black,,
A608160,Lilo,2015-09-09 17:34:00,Return_to_owner,,Dog,Spayed,Female,4 years,Pit Bull Mix,,,2015,9,9,Tan,White,
A678236,Pequena,2014-05-06 17:10:00,Died,,Dog,Spayed,Female,5 years,Chihuahua Shorthair Mix,,,2014,5,6,Brown,Black,
A669702,Ace,2013-12-30 17:40:00,Adoption,,Dog,Neutered,Male,1 year,Miniature Poodle Mix,,,2013,12,30,White,Black,
A694705,Snickrdoodle,2015-01-06 12:16:00,Transfer,Partner,Dog,Intact,Male,8 years,Shih Tzu,,,2015,1,6,Brown,White,
A687236,,2014-09-02 18:27:00,Transfer,Partner,Cat,Intact,Male,2 weeks,Domestic Shorthair Mix,,,2014,9,2,White,Black,
A677688,Cheddar,2014-05-04 16:29:00,Return_to_owner,,Cat,Neutered,Male,4 years,Domestic Longhair Mix,,,2014,5,4,Orange Tabby,,
A670523,Cleo,2014-01-13 17:03:00,Return_to_owner,,Dog,Spayed,Female,3 years,Great Dane Mix,,,2014,1,13,Brown,,
A715273,Spice,2015-11-09 17:44:00,Adoption,,Dog,Neutered,Male,4 years,German Shepherd,,,2015,11,9,Brown,Black,
A712924,Baxter,2015-11-10 13:49:00,Adoption,Foster,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,11,10,Brown Tabby,White,
A705034,Mimi,2015-06-18 18:40:00,Adoption,,Dog,Spayed,Female,2 years,Chihuahua Shorthair,Dachshund,,2015,6,18,Tricolor,,
A714585,,2015-10-31 13:28:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,10,31,Blue,White,
A712579,Chai,2015-10-03 17:28:00,Adoption,,Dog,Spayed,Female,2 years,Pit Bull Mix,,,2015,10,3,Tan,,
A715813,Margot,2015-12-24 13:57:00,Adoption,,Dog,Spayed,Female,1 year,Black,Tan Hound,,2015,12,24,Black,Tan,
A684653,Goldilocks,2014-08-21 14:23:00,Transfer,Partner,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2014,8,21,Orange Tabby,White,
A693154,Jane,2015-05-05 09:21:00,Adoption,Foster,Dog,Spayed,Female,1 year,Pit Bull Mix,,,2015,5,5,Fawn,White,
A681890,Marilyn,2015-12-02 00:00:00,Transfer,Partner,Dog,Spayed,Female,6 years,West Highland,,,2015,12,2,White,,
A719441,,2016-01-26 18:41:00,Transfer,SCRP,Cat,Neutered,Male,3 years,Domestic Longhair Mix,,,2016,1,26,Black,,
A680399,Hank,2014-06-23 13:38:00,Transfer,Partner,Cat,Intact,Male,1 month,Domestic Shorthair Mix,,,2014,6,23,Blue,White,
A720977,Apollo,2016-02-20 21:17:00,Adoption,,Dog,Neutered,Male,2 months,Pit Bull Mix,,,2016,2,20,White,Brown,
A715446,Pooh,2015-11-17 00:00:00,Transfer,Partner,Cat,Neutered,Male,11 months,Domestic Shorthair Mix,,,2015,11,17,Brown Tabby,White,
A679161,,2014-07-17 14:27:00,Adoption,Foster,Dog,Neutered,Male,2 months,Labrador Retriever,German Shepherd,,2014,7,17,Buff,,
A710345,,2015-08-22 11:39:00,Transfer,Partner,Cat,Intact,Male,2 weeks,Domestic Shorthair Mix,,,2015,8,22,Black,,
A693111,Neice,2014-12-06 18:17:00,Adoption,,Dog,Spayed,Female,1 year,Pit Bull Mix,,,2014,12,6,Blue,White,
A641887,Franny,2014-05-19 08:24:00,Euthanasia,Suffering,Dog,Spayed,Female,9 years,Labrador Retriever Mix,,,2014,5,19,Black,,
A695019,,2015-01-11 17:06:00,Adoption,,Dog,Neutered,Male,2 years,Labrador Retriever,Chow Chow,,2015,1,11,Black,Brown,
A712626,Callie,2015-10-06 12:36:00,Adoption,,Cat,Spayed,Female,3 months,Domestic Shorthair Mix,,,2015,10,6,Calico,,
A571326,Vinnie,2016-01-20 11:48:00,Return_to_owner,,Dog,Neutered,Male,7 years,Staffordshire Mix,,,2016,1,20,Brown,White,
A720003,Johnny B,2016-02-02 13:54:00,Return_to_owner,,Dog,Neutered,Male,4 years,Labrador Retriever Mix,,,2016,2,2,Buff,,
A700346,Little Man,2015-04-18 15:52:00,Return_to_owner,,Dog,Neutered,Male,5 years,Rat Terrier,,,2015,4,18,Blue,White,
A694330,,2014-12-30 11:09:00,Transfer,Partner,Dog,Neutered,Male,4 years,Lhasa Apso,Havanese,,2014,12,30,White,,
A680795,Juma,2014-06-08 12:18:00,Return_to_owner,,Dog,Neutered,Male,5 years,Rhod Ridgeback Mix,,,2014,6,8,Red,White,
A679168,Willow,2014-05-26 17:29:00,Adoption,,Dog,Spayed,Female,4 years,Italian Greyhound Mix,,,2014,5,26,Fawn,,
A719142,,2016-01-19 12:45:00,Transfer,Partner,Cat,Neutered,Male,4 years,Domestic Longhair Mix,,,2016,1,19,Brown Tabby,Black,
A687313,Westin,2014-09-07 18:30:00,Adoption,,Dog,Neutered,Male,2 months,Chihuahua Shorthair Mix,,,2014,9,7,Tan,White,
A709517,Levi,2015-08-14 13:22:00,Transfer,Partner,Dog,Spayed,Female,2 years,Labrador Retriever Mix,,,2015,8,14,Yellow,,
A714657,Bazil,2015-11-30 18:23:00,Adoption,Foster,Dog,Spayed,Female,1 month,Jack Russell Terrier Mix,,,2015,11,30,Tricolor,,
A696552,Oliver,2015-02-28 12:10:00,Adoption,,Dog,Neutered,Male,3 years,American Eskimo,Australian Shepherd,,2015,2,28,Cream,,
A654713,Marty,2016-01-27 13:37:00,Transfer,Partner,Cat,Neutered,Male,2 years,Domestic Shorthair Mix,,,2016,1,27,Brown Tabby,,
A679535,,2014-05-23 09:14:00,Transfer,Partner,Cat,Intact,Male,2 weeks,Domestic Shorthair Mix,,,2014,5,23,Cream Tabby,,
A693765,Yoda,2014-12-16 14:41:00,Return_to_owner,,Dog,Spayed,Female,8 years,Miniature Poodle,Maltese,,2014,12,16,White,,
A700878,Maybelle,2015-04-27 13:31:00,Transfer,Partner,Cat,Intact,Female,8 years,Domestic Shorthair Mix,,,2015,4,27,Black,,
A678726,,2014-05-12 16:31:00,Transfer,Partner,Cat,Intact,Female,3 weeks,Domestic Shorthair Mix,,,2014,5,12,Blue,,
A664590,Sesame,2013-10-07 16:59:00,Adoption,,Dog,Spayed,Female,3 months,Anatol Shepherd Mix,,,2013,10,7,White,,
A488203,Piolin,2015-03-02 17:28:00,Return_to_owner,,Dog,Neutered,Male,8 years,Beagle Mix,,,2015,3,2,Brown,Black,
A679290,Lily,2014-05-27 17:24:00,Adoption,,Dog,Spayed,Female,1 year,Dachshund Mix,,,2014,5,27,Black,White,
A700071,Red,2015-04-13 15:02:00,Transfer,Partner,Dog,Neutered,Male,1 year,Australian Cattle Dog Mix,,,2015,4,13,Red Merle,,
A633441,Powder,2016-01-28 14:03:00,Adoption,,Dog,Spayed,Female,6 years,Pit Bull Mix,,,2016,1,28,White,,
A673526,,2014-02-25 16:39:00,Euthanasia,Suffering,Cat,Intact,Female,8 years,Domestic Shorthair Mix,,,2014,2,25,Calico,,
A702080,Violet,2015-05-19 15:17:00,Transfer,Partner,Cat,Spayed,Female,1 year,Domestic Shorthair Mix,,,2015,5,19,Brown Tabby,,
A700852,Luna,2015-04-23 12:46:00,Return_to_owner,,Dog,Spayed,Female,10 months,Siberian Husky Mix,,,2015,4,23,Red,White,
A714016,Betty,2015-12-18 15:18:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2015,12,18,Black,,
A692726,Sam,2014-12-04 12:23:00,Transfer,Partner,Cat,Neutered,Male,2 years,Domestic Shorthair Mix,,,2014,12,4,Brown Tabby,White,
A706552,,2015-07-03 14:33:00,Transfer,Partner,Dog,Intact,Female,1 year,Pit Bull Mix,,,2015,7,3,White,Brown Brindle,
A703737,Poncho,2015-05-29 17:34:00,Return_to_owner,,Dog,Neutered,Male,4 years,Labrador Retriever,,,2015,5,29,Buff,,
A692982,Pumpkin,2014-12-08 14:48:00,Adoption,,Dog,Spayed,Female,10 months,American Pit Bull Terrier Mix,,,2014,12,8,Red,White,
A712988,Bella,2015-10-03 17:37:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2015,10,3,Brown Tabby,,
A685618,,2014-08-10 14:59:00,Euthanasia,Suffering,Cat,Intact,Female,5 years,Domestic Medium Hair Mix,,,2014,8,10,Brown Tabby,,
A692717,Madeline,2015-01-09 07:53:00,Adoption,Foster,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2015,1,9,Brown Tabby,,
A661696,,2013-10-20 12:26:00,Transfer,Partner,Cat,Neutered,Male,3 months,Domestic Shorthair Mix,,,2013,10,20,Brown Tabby,,
A643331,Sullivan,2014-02-19 10:53:00,Adoption,,Dog,Neutered,Male,2 years,Rhod Ridgeback Mix,,,2014,2,19,Red,Brown,
A621306,Django,2015-06-15 13:45:00,Adoption,,Dog,Neutered,Male,6 years,German Shepherd,,,2015,6,15,Sable,,
A714658,,2015-11-30 18:35:00,Adoption,,Dog,Neutered,Male,1 month,Jack Russell Terrier Mix,,,2015,11,30,Tricolor,,
A679298,Debo,2014-06-03 18:54:00,Euthanasia,Aggressive,Dog,Intact,Male,6 years,Labrador Retriever,Pit Bull,,2014,6,3,Black Brindle,Brown Brindle,
A709963,Royce,2015-08-26 17:17:00,Adoption,,Dog,Neutered,Male,2 years,Doberman Pinsch,,,2015,8,26,Black,Tan,
A704328,Noi-Na,2015-06-23 15:09:00,Adoption,,Cat,Intact,Female,1 month,Siamese Mix,,,2015,6,23,Lynx Point,,
A686784,Arnie,2014-09-04 07:21:00,Transfer,Partner,Dog,Intact,Male,11 years,Chihuahua Shorthair Mix,,,2014,9,4,White,,
A674691,Francine,2014-03-22 16:05:00,Transfer,Partner,Cat,Intact,Female,4 months,Domestic Medium Hair Mix,,,2014,3,22,Black,,
A713928,Lilly,2015-10-21 12:55:00,Transfer,Partner,Cat,Spayed,Female,10 months,Domestic Shorthair Mix,,,2015,10,21,Blue Tabby,,
A717278,Frisky,2015-12-12 12:50:00,Adoption,,Dog,Neutered,Male,9 years,Maltese Mix,,,2015,12,12,White,,
A718098,,2015-12-21 19:43:00,Transfer,Partner,Cat,Intact,Male,4 weeks,Domestic Shorthair Mix,,,2015,12,21,Orange Tabby,,
A691819,,2014-11-15 14:31:00,Transfer,Partner,Dog,Spayed,Female,5 months,Australian Cattle Dog,Boxer,,2014,11,15,White,Black,
A670848,Sandy,2014-01-15 17:59:00,Return_to_owner,,Dog,Spayed,Female,10 years,Beagle,Basset Hound,,2014,1,15,Tan,White,
A706527,,2015-06-30 12:23:00,Transfer,Partner,Cat,Unknown,,1 week,Domestic Shorthair Mix,,,2015,6,30,Tortie,,
A675235,Princess,2014-03-30 18:30:00,Adoption,,Dog,Spayed,Female,2 months,Plott Hound,Labrador Retriever,,2014,3,30,Brown Brindle,,
A672463,Stella 4,2014-02-15 10:40:00,Transfer,Partner,Dog,Intact,Female,3 years,Shih Tzu,,,2014,2,15,White,Tan,
A688393,Todd,2014-09-26 11:19:00,Transfer,Partner,Dog,Neutered,Male,8 years,Shih Tzu,,,2014,9,26,Tan,White,
A717401,Maddison,2015-12-08 12:53:00,Adoption,,Dog,Spayed,Female,1 year,Miniature Schnauzer Mix,,,2015,12,8,Blue Merle,,
A609823,Billy,2013-12-07 11:55:00,Adoption,Foster,Cat,Neutered,Male,6 years,Domestic Shorthair Mix,,,2013,12,7,Black,White,
A701380,Stallone,2015-05-25 15:18:00,Adoption,,Cat,Neutered,Male,10 years,Domestic Longhair Mix,,,2015,5,25,Black,White,
A685569,Queso,2014-08-13 15:50:00,Adoption,,Dog,Neutered,Male,2 years,Chihuahua Shorthair Mix,,,2014,8,13,White,Tan,
A668692,Lucas,2014-07-12 12:01:00,Adoption,,Dog,Neutered,Male,2 years,American Bulldog Mix,,,2014,7,12,White,Brown Brindle,
A711318,,2015-09-05 14:04:00,Transfer,Partner,Cat,Unknown,,4 weeks,Domestic Shorthair Mix,,,2015,9,5,Black,,
A693595,Beau,2014-12-17 15:37:00,Return_to_owner,,Dog,Spayed,Female,8 years,Jack Russell Terrier Mix,,,2014,12,17,White,Brown,
A710394,Marinda,2015-08-31 19:01:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2015,8,31,Brown Tabby,,
A668184,Pecas,2016-02-03 12:17:00,Return_to_owner,,Dog,Spayed,Female,4 years,Cardigan Welsh Corgi Mix,,,2016,2,3,Black,White,
A680235,,2014-06-07 18:02:00,Euthanasia,Suffering,Cat,Neutered,Male,10 years,Domestic Shorthair Mix,,,2014,6,7,Brown Tabby,,
A673089,Lovie,2014-03-23 17:16:00,Adoption,,Dog,Spayed,Female,10 years,Maltese Mix,,,2014,3,23,White,,
A667027,Casper,2013-11-21 15:17:00,Transfer,Partner,Cat,Neutered,Male,1 year,Siamese Mix,,,2013,11,21,Flame Point,,
A681959,Sadie,2014-08-13 17:09:00,Adoption,Foster,Dog,Spayed,Female,1 month,Australian Cattle Dog Mix,,,2014,8,13,Tan,Black,
A702333,,2015-05-12 15:06:00,Transfer,Partner,Cat,Unknown,,1 day,Domestic Shorthair Mix,,,2015,5,12,Blue,,
A695550,Dash,2015-01-19 13:03:00,Return_to_owner,,Dog,Neutered,Male,3 years,Rhod Ridgeback,,,2015,1,19,Tan,White,
A674404,Maudie,2014-03-22 13:37:00,Return_to_owner,,Cat,Spayed,Female,12 years,Domestic Longhair Mix,,,2014,3,22,Black,White,
A656752,Hava,2014-02-18 12:52:00,Adoption,Foster,Cat,Spayed,Female,9 months,Domestic Shorthair Mix,,,2014,2,18,Orange Tabby,,
A707217,,2015-07-09 18:05:00,Transfer,Partner,Cat,Unknown,,1 week,Domestic Shorthair Mix,,,2015,7,9,Brown Tabby,,
A695487,,2015-01-17 09:00:00,Transfer,SCRP,Cat,Neutered,Male,2 years,Domestic Shorthair Mix,,,2015,1,17,Blue,White,
A707674,Wilson,2015-09-04 12:14:00,Adoption,Foster,Cat,Neutered,Male,2 months,Domestic Medium Hair Mix,,,2015,9,4,Orange Tabby,,
A690582,Truman,2014-10-28 15:34:00,Transfer,Partner,Cat,Neutered,Male,4 months,Domestic Shorthair Mix,,,2014,10,28,Orange Tabby,,
A699450,,2015-03-28 09:00:00,Transfer,SCRP,Cat,Unknown,,2 years,Domestic Shorthair Mix,,,2015,3,28,Orange Tabby,White,
A681870,Shug,2014-06-22 14:18:00,Return_to_owner,,Dog,Intact,Female,3 years,Staffordshire Mix,,,2014,6,22,Buff,White,
A705695,,2015-07-01 16:27:00,Transfer,Partner,Cat,Neutered,Male,3 months,Siamese Mix,,,2015,7,1,Blue Point,,
A720266,Richie,2016-02-07 12:53:00,Transfer,Partner,Dog,Intact,Male,3 months,Australian Cattle Dog,Jack Russell Terrier,,2016,2,7,Black,White,
A665743,Max,2015-12-12 14:19:00,Adoption,,Dog,Neutered,Male,2 years,Jack Russell Terrier,Chihuahua Shorthair,,2015,12,12,White,Brown,
A685849,,2014-08-23 16:29:00,Adoption,,Dog,Spayed,Female,1 year,Samoyed Mix,,,2014,8,23,White,,
A658812,Zoom,2014-07-02 13:39:00,Transfer,Partner,Cat,Neutered,Male,5 years,Domestic Medium Hair Mix,,,2014,7,2,Blue,,
A672191,Bogie Motors,2014-06-26 13:12:00,Adoption,Foster,Cat,Neutered,Male,4 months,Domestic Shorthair Mix,,,2014,6,26,Black,,
A684092,,2014-07-20 09:00:00,Transfer,SCRP,Cat,Intact,Female,7 years,Domestic Medium Hair Mix,,,2014,7,20,Blue Tabby,,
A706625,,2015-07-02 09:00:00,Transfer,SCRP,Cat,Intact,Female,1 year,Domestic Shorthair Mix,,,2015,7,2,Torbie,,
A685523,,2014-08-08 18:20:00,Transfer,Partner,Cat,Intact,Female,2 weeks,Domestic Shorthair Mix,,,2014,8,8,Brown Tabby,,
A689026,Gordo,2014-09-29 16:50:00,Transfer,Partner,Dog,Neutered,Male,4 months,Pug,Chihuahua Shorthair,,2014,9,29,Sable,,
A666810,Sly,2013-11-30 16:12:00,Adoption,,Cat,Neutered,Male,10 months,Siamese,Domestic Shorthair,,2013,11,30,Black,,
A693330,,2014-12-10 17:38:00,Adoption,,Dog,Spayed,Female,5 years,Miniature Poodle,,,2014,12,10,Gray,,
A688740,Eeyore,2014-10-05 15:10:00,Transfer,Partner,Cat,Intact,Male,1 month,Domestic Shorthair Mix,,,2014,10,5,Black,,
A669914,Sissy,2014-01-03 14:21:00,Transfer,Partner,Dog,Intact,Female,2 years,Rat Terrier Mix,,,2014,1,3,White,Black,
A716041,Max,2015-12-04 18:02:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,12,4,Black,,
A682068,Greyworm,2014-06-27 12:59:00,Transfer,SCRP,Cat,Intact,Male,6 months,Domestic Shorthair Mix,,,2014,6,27,Blue,,
A696361,Bolo,2015-04-30 17:36:00,Adoption,,Dog,Neutered,Male,5 years,Boxer Mix,,,2015,4,30,Brown,White,
A701846,Miss Fish,2015-05-20 11:09:00,Return_to_owner,,Dog,Spayed,Female,9 years,Labrador Retriever Mix,,,2015,5,20,White,Black,
A701626,Gabbie,2015-05-28 14:46:00,Transfer,Partner,Dog,Spayed,Female,5 years,Boxer Mix,,,2015,5,28,Brown Brindle,White,
A709680,,2015-08-12 14:19:00,Transfer,Partner,Cat,Intact,Female,2 weeks,Domestic Shorthair Mix,,,2015,8,12,White,Black,
A679414,Bevo,2014-06-11 14:17:00,Adoption,,Dog,Neutered,Male,1 year,American Bulldog Mix,,,2014,6,11,White,Brown Brindle,
A670355,Mickey,2014-01-21 15:17:00,Transfer,Partner,Dog,Neutered,Male,8 years,Chihuahua Shorthair Mix,,,2014,1,21,Tan,White,
A665070,Missy,2013-12-07 16:45:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2013,12,7,Brown Tabby,,
A714305,Ariel,2015-10-29 16:24:00,Transfer,Partner,Cat,Intact,Female,2 months,Domestic Shorthair Mix,,,2015,10,29,Black,White,
A670279,Chispita,2014-01-08 18:17:00,Adoption,,Dog,Spayed,Female,1 year,Miniature Poodle,Dachshund,,2014,1,8,Black,,
A656894,Jake,2013-10-01 11:53:00,Adoption,,Cat,Neutered,Male,5 months,Domestic Shorthair Mix,,,2013,10,1,Black,,
A710636,Estrella,2015-09-03 14:38:00,Transfer,Partner,Dog,Spayed,Female,6 years,Chihuahua Shorthair Mix,,,2015,9,3,Black,Brown,
A684557,Stuart,2014-08-16 15:21:00,Adoption,,Dog,Neutered,Male,5 years,Parson Russell Terrier Mix,,,2014,8,16,White,Tan,
A660360,Luda,2014-11-26 13:36:00,Return_to_owner,,Dog,Spayed,Female,7 years,Labrador Retriever Mix,,,2014,11,26,Black,,
A694925,Lily,2015-01-06 18:02:00,Return_to_owner,,Dog,Intact,Female,7 years,Chihuahua Shorthair Mix,,,2015,1,6,Brown,,
A683790,Pepito,2014-08-25 13:55:00,Adoption,,Dog,Neutered,Male,7 years,Chihuahua Shorthair Mix,,,2014,8,25,Red,White,
A688903,Henry,2014-10-02 10:49:00,Return_to_owner,,Cat,Neutered,Male,6 years,Domestic Shorthair Mix,,,2014,10,2,Brown Tabby,,
A678963,,2014-05-14 17:13:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2014,5,14,Orange Tabby,,
A669846,,2013-12-29 18:36:00,Adoption,,Cat,Neutered,Male,3 months,Siamese Mix,,,2013,12,29,Lynx Point,,
A682743,,2014-07-06 13:51:00,Transfer,Partner,Cat,Neutered,Male,2 years,Domestic Shorthair Mix,,,2014,7,6,Cream Tabby,,
A679796,James,2014-05-27 17:16:00,Euthanasia,Suffering,Cat,Intact,Male,17 years,Domestic Shorthair Mix,,,2014,5,27,Black,,
A702566,Angel,2015-05-17 19:06:00,Adoption,,Cat,Spayed,Female,6 years,Domestic Shorthair Mix,,,2015,5,17,Brown Tabby,White,
A672752,Lazaro,2014-02-27 15:15:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2014,2,27,Orange Tabby,White,
A666930,Huckleberry,2013-11-10 14:05:00,Return_to_owner,,Cat,Neutered,Male,6 years,Domestic Shorthair Mix,,,2013,11,10,Brown Tabby,,
A711223,,2015-09-04 12:25:00,Transfer,Partner,Cat,Unknown,,2 days,Domestic Shorthair Mix,,,2015,9,4,Orange,,
A691301,Major,2014-11-06 16:59:00,Transfer,Partner,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2014,11,6,Orange Tabby,,
A707436,Marshall,2015-07-21 17:17:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,7,21,Black,White,
A679452,,2014-05-21 12:35:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2014,5,21,Brown Tabby,,
A690294,Harper,2014-10-20 11:51:00,Transfer,Partner,Dog,Intact,Male,2 years,Shih Tzu,,,2014,10,20,White,Black,
A671278,Dixie,2014-01-22 11:55:00,Return_to_owner,,Dog,Spayed,Female,4 years,Rhod Ridgeback,,,2014,1,22,Brown,,
A695316,Nikita,2015-02-02 17:17:00,Adoption,,Dog,Spayed,Female,2 years,Yorkshire Terrier,Border Terrier,,2015,2,2,Tan,White,
A697526,Cocoa Kelis,2016-01-17 16:52:00,Return_to_owner,,Dog,Neutered,Male,1 year,Unknown Mix,,,2016,1,17,Gray,Tan,
A670000,Tex,2014-01-11 15:05:00,Transfer,Partner,Cat,Neutered,Male,6 months,Domestic Shorthair Mix,,,2014,1,11,Black,,
A698132,,2015-03-11 11:16:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,3,11,Blue,,
A690343,,2014-10-25 17:18:00,Transfer,Partner,Dog,Neutered,Male,1 year,Chihuahua Shorthair,Smooth Fox Terrier,,2014,10,25,Brown,White,
A687601,Levon,2014-09-29 12:59:00,Adoption,,Dog,Neutered,Male,2 years,Labrador Retriever Mix,,,2014,9,29,Tan,White,
A680763,,2014-06-07 15:27:00,Euthanasia,Suffering,Dog,Intact,Female,1 year,Chihuahua Shorthair Mix,,,2014,6,7,Black,,
A668711,,2013-12-09 16:10:00,Transfer,SCRP,Cat,Intact,Female,7 months,Domestic Shorthair Mix,,,2013,12,9,Black,,
A703318,Jupiter,2015-09-12 17:03:00,Adoption,Foster,Cat,Neutered,Male,4 months,Domestic Shorthair,,,2015,9,12,Black,,
A666779,Dobby,2013-11-29 12:28:00,Transfer,Partner,Dog,Neutered,Male,1 year,Chihuahua Shorthair Mix,,,2013,11,29,Tan,,
A696533,Daisy,2015-02-15 12:08:00,Adoption,,Dog,Spayed,Female,3 months,Australian Cattle Dog Mix,,,2015,2,15,Tan,White,
A690951,Boss,2014-10-29 13:09:00,Return_to_owner,,Dog,Intact,Male,6 months,Rhod Ridgeback Mix,,,2014,10,29,Red,,
A682076,Geoffrey,2014-06-28 17:53:00,Return_to_owner,,Dog,Neutered,Male,1 year,Chinese Sharpei Mix,,,2014,6,28,Tan,Black,
A699423,,2015-03-27 10:39:00,Euthanasia,Suffering,Cat,Intact,Male,2 years,Domestic Medium Hair Mix,,,2015,3,27,Orange Tabby,White,
A688200,,2014-09-16 13:18:00,Transfer,Partner,Cat,Unknown,,5 days,Domestic Shorthair Mix,,,2014,9,16,Cream,White,
A632822,Coco,2015-03-14 16:27:00,Adoption,,Dog,Spayed,Female,7 years,Australian Cattle Dog Mix,,,2015,3,14,White,Brown,
A707342,Jack,2015-07-16 16:56:00,Adoption,,Dog,Neutered,Male,4 months,Labrador Retriever Mix,,,2015,7,16,Black,White,
A713777,,2015-10-17 16:51:00,Return_to_owner,,Dog,Intact,Female,2 months,Border Collie,Dachshund,,2015,10,17,White,Red,
A677900,Steve,2014-06-28 14:11:00,Adoption,,Cat,Neutered,Male,3 years,Domestic Shorthair Mix,,,2014,6,28,Black,,
A593164,Coco,2015-06-19 16:06:00,Return_to_owner,,Dog,Spayed,Female,12 years,Chihuahua Shorthair Mix,,,2015,6,19,Chocolate,White,
A711326,Maria,2015-09-27 14:02:00,Adoption,,Cat,Spayed,Female,1 year,Domestic Shorthair Mix,,,2015,9,27,Black,,
A693539,,2014-12-12 11:07:00,Transfer,Partner,Dog,Spayed,Female,1 month,German Shepherd Mix,,,2014,12,12,Black,Brown,
A684842,,2014-08-03 17:42:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2014,8,3,Blue Tabby,White,
